Line 0,field2,field3,58
Line 1,field2,field3,80
Line 2,field2,field3,83
Line 3,field2,field3,73
Line 4,field2,field3,99
Line 5,field2,field3,93
Line 6,field2,field3,17
Line 7,field2,field3,26
Line 8,field2,field3,35
Line 9,field2,field3,27
Line 10,field2,field3,21
Line 11,field2,field3,8
Line 12,field2,field3,36
Line 13,field2,field3,67
Line 14,field2,field3,47
Line 15,field2,field3,49
Line 16,field2,field3,34
Line 17,field2,field3,63
Line 18,field2,field3,11
Line 19,field2,field3,87
Line 20,field2,field3,82
Line 21,field2,field3,54
Line 22,field2,field3,50
Line 23,field2,field3,27
Line 24,field2,field3,54
Line 25,field2,field3,93
Line 26,field2,field3,38
Line 27,field2,field3,97
Line 28,field2,field3,24
Line 29,field2,field3,9
Line 30,field2,field3,2
Line 31,field2,field3,80
Line 32,field2,field3,12
Line 33,field2,field3,58
Line 34,field2,field3,65
Line 35,field2,field3,17
Line 36,field2,field3,77
Line 37,field2,field3,7
Line 38,field2,field3,24
Line 39,field2,field3,38
Line 40,field2,field3,64
Line 41,field2,field3,71
Line 42,field2,field3,76
Line 43,field2,field3,93
Line 44,field2,field3,65
Line 45,field2,field3,4
Line 46,field2,field3,11
Line 47,field2,field3,11
Line 48,field2,field3,24
Line 49,field2,field3,68
Line 50,field2,field3,92
Line 51,field2,field3,21
Line 52,field2,field3,29
Line 53,field2,field3,76
Line 54,field2,field3,68
Line 55,field2,field3,26
Line 56,field2,field3,18
Line 57,field2,field3,61
Line 58,field2,field3,36
Line 59,field2,field3,52
Line 60,field2,field3,62
Line 61,field2,field3,8
Line 62,field2,field3,12
Line 63,field2,field3,50
Line 64,field2,field3,49
Line 65,field2,field3,74
Line 66,field2,field3,87
Line 67,field2,field3,61
Line 68,field2,field3,27
Line 69,field2,field3,41
Line 70,field2,field3,54
Line 71,field2,field3,70
Line 72,field2,field3,61
Line 73,field2,field3,20
Line 74,field2,field3,2
Line 75,field2,field3,98
Line 76,field2,field3,74
Line 77,field2,field3,61
Line 78,field2,field3,12
Line 79,field2,field3,27
Line 80,field2,field3,11
Line 81,field2,field3,41
Line 82,field2,field3,82
Line 83,field2,field3,58
Line 84,field2,field3,94
Line 85,field2,field3,37
Line 86,field2,field3,86
Line 87,field2,field3,64
Line 88,field2,field3,26
Line 89,field2,field3,48
Line 90,field2,field3,93
Line 91,field2,field3,93
Line 92,field2,field3,3
Line 93,field2,field3,31
Line 94,field2,field3,0
Line 95,field2,field3,53
Line 96,field2,field3,67
Line 97,field2,field3,20
Line 98,field2,field3,37
Line 99,field2,field3,36
Line 100,field2,field3,47
Line 101,field2,field3,68
Line 102,field2,field3,19
Line 103,field2,field3,66
Line 104,field2,field3,22
Line 105,field2,field3,23
Line 106,field2,field3,91
Line 107,field2,field3,52
Line 108,field2,field3,67
Line 109,field2,field3,68
Line 110,field2,field3,52
Line 111,field2,field3,48
Line 112,field2,field3,16
Line 113,field2,field3,45
Line 114,field2,field3,58
Line 115,field2,field3,37
Line 116,field2,field3,9
Line 117,field2,field3,12
Line 118,field2,field3,9
Line 119,field2,field3,68
Line 120,field2,field3,91
Line 121,field2,field3,15
Line 122,field2,field3,47
Line 123,field2,field3,6
Line 124,field2,field3,39
Line 125,field2,field3,33
Line 126,field2,field3,74
Line 127,field2,field3,10
Line 128,field2,field3,53
Line 129,field2,field3,92
Line 130,field2,field3,23
Line 131,field2,field3,16
Line 132,field2,field3,15
Line 133,field2,field3,7
Line 134,field2,field3,88
Line 135,field2,field3,3
Line 136,field2,field3,36
Line 137,field2,field3,10
Line 138,field2,field3,1
Line 139,field2,field3,33
Line 140,field2,field3,32
Line 141,field2,field3,25
Line 142,field2,field3,34
Line 143,field2,field3,70
Line 144,field2,field3,54
Line 145,field2,field3,33
Line 146,field2,field3,6
Line 147,field2,field3,33
Line 148,field2,field3,50
Line 149,field2,field3,52
Line 150,field2,field3,82
Line 151,field2,field3,31
Line 152,field2,field3,55
Line 153,field2,field3,58
Line 154,field2,field3,69
Line 155,field2,field3,89
Line 156,field2,field3,29
Line 157,field2,field3,37
Line 158,field2,field3,90
Line 159,field2,field3,75
Line 160,field2,field3,74
Line 161,field2,field3,8
Line 162,field2,field3,30
Line 163,field2,field3,23
Line 164,field2,field3,93
Line 165,field2,field3,53
Line 166,field2,field3,44
Line 167,field2,field3,66
Line 168,field2,field3,33
Line 169,field2,field3,12
Line 170,field2,field3,91
Line 171,field2,field3,26
Line 172,field2,field3,21
Line 173,field2,field3,94
Line 174,field2,field3,9
Line 175,field2,field3,74
Line 176,field2,field3,78
Line 177,field2,field3,6
Line 178,field2,field3,81
Line 179,field2,field3,9
Line 180,field2,field3,73
Line 181,field2,field3,7
Line 182,field2,field3,52
Line 183,field2,field3,22
Line 184,field2,field3,76
Line 185,field2,field3,18
Line 186,field2,field3,31
Line 187,field2,field3,74
Line 188,field2,field3,83
Line 189,field2,field3,72
Line 190,field2,field3,34
Line 191,field2,field3,16
Line 192,field2,field3,47
Line 193,field2,field3,10
Line 194,field2,field3,62
Line 195,field2,field3,57
Line 196,field2,field3,51
Line 197,field2,field3,2
Line 198,field2,field3,1
Line 199,field2,field3,12
Line 200,field2,field3,81
Line 201,field2,field3,84
Line 202,field2,field3,88
Line 203,field2,field3,18
Line 204,field2,field3,98
Line 205,field2,field3,93
Line 206,field2,field3,48
Line 207,field2,field3,69
Line 208,field2,field3,33
Line 209,field2,field3,73
Line 210,field2,field3,83
Line 211,field2,field3,37
Line 212,field2,field3,84
Line 213,field2,field3,71
Line 214,field2,field3,0
Line 215,field2,field3,11
Line 216,field2,field3,88
Line 217,field2,field3,22
Line 218,field2,field3,44
Line 219,field2,field3,10
Line 220,field2,field3,35
Line 221,field2,field3,39
Line 222,field2,field3,42
Line 223,field2,field3,30
Line 224,field2,field3,39
Line 225,field2,field3,2
Line 226,field2,field3,4
Line 227,field2,field3,3
Line 228,field2,field3,43
Line 229,field2,field3,30
Line 230,field2,field3,26
Line 231,field2,field3,68
Line 232,field2,field3,59
Line 233,field2,field3,69
Line 234,field2,field3,58
Line 235,field2,field3,82
Line 236,field2,field3,4
Line 237,field2,field3,45
Line 238,field2,field3,82
Line 239,field2,field3,83
Line 240,field2,field3,64
Line 241,field2,field3,84
Line 242,field2,field3,81
Line 243,field2,field3,12
Line 244,field2,field3,84
Line 245,field2,field3,93
Line 246,field2,field3,22
Line 247,field2,field3,49
Line 248,field2,field3,64
Line 249,field2,field3,95
Line 250,field2,field3,9
Line 251,field2,field3,63
Line 252,field2,field3,71
Line 253,field2,field3,56
Line 254,field2,field3,30
Line 255,field2,field3,20
Line 256,field2,field3,36
Line 257,field2,field3,81
Line 258,field2,field3,76
Line 259,field2,field3,66
Line 260,field2,field3,92
Line 261,field2,field3,46
Line 262,field2,field3,30
Line 263,field2,field3,10
Line 264,field2,field3,84
Line 265,field2,field3,78
Line 266,field2,field3,6
Line 267,field2,field3,5
Line 268,field2,field3,99
Line 269,field2,field3,44
Line 270,field2,field3,73
Line 271,field2,field3,44
Line 272,field2,field3,16
Line 273,field2,field3,68
Line 274,field2,field3,46
Line 275,field2,field3,19
Line 276,field2,field3,55
Line 277,field2,field3,6
Line 278,field2,field3,91
Line 279,field2,field3,65
Line 280,field2,field3,55
Line 281,field2,field3,2
Line 282,field2,field3,46
Line 283,field2,field3,82
Line 284,field2,field3,43
Line 285,field2,field3,46
Line 286,field2,field3,62
Line 287,field2,field3,99
Line 288,field2,field3,49
Line 289,field2,field3,3
Line 290,field2,field3,7
Line 291,field2,field3,94
Line 292,field2,field3,34
Line 293,field2,field3,12
Line 294,field2,field3,67
Line 295,field2,field3,82
Line 296,field2,field3,17
Line 297,field2,field3,1
Line 298,field2,field3,81
Line 299,field2,field3,8
Line 300,field2,field3,22
Line 301,field2,field3,61
Line 302,field2,field3,54
Line 303,field2,field3,17
Line 304,field2,field3,98
Line 305,field2,field3,40
Line 306,field2,field3,39
Line 307,field2,field3,12
Line 308,field2,field3,28
Line 309,field2,field3,27
Line 310,field2,field3,55
Line 311,field2,field3,19
Line 312,field2,field3,34
Line 313,field2,field3,61
Line 314,field2,field3,26
Line 315,field2,field3,85
Line 316,field2,field3,36
Line 317,field2,field3,96
Line 318,field2,field3,26
Line 319,field2,field3,65
Line 320,field2,field3,89
Line 321,field2,field3,37
Line 322,field2,field3,94
Line 323,field2,field3,15
Line 324,field2,field3,70
Line 325,field2,field3,39
Line 326,field2,field3,98
Line 327,field2,field3,96
Line 328,field2,field3,9
Line 329,field2,field3,38
Line 330,field2,field3,16
Line 331,field2,field3,1
Line 332,field2,field3,18
Line 333,field2,field3,75
Line 334,field2,field3,93
Line 335,field2,field3,33
Line 336,field2,field3,40
Line 337,field2,field3,14
Line 338,field2,field3,1
Line 339,field2,field3,37
Line 340,field2,field3,81
Line 341,field2,field3,80
Line 342,field2,field3,23
Line 343,field2,field3,57
Line 344,field2,field3,6
Line 345,field2,field3,85
Line 346,field2,field3,86
Line 347,field2,field3,3
Line 348,field2,field3,24
Line 349,field2,field3,48
Line 350,field2,field3,52
Line 351,field2,field3,0
Line 352,field2,field3,72
Line 353,field2,field3,58
Line 354,field2,field3,94
Line 355,field2,field3,63
Line 356,field2,field3,78
Line 357,field2,field3,36
Line 358,field2,field3,56
Line 359,field2,field3,68
Line 360,field2,field3,45
Line 361,field2,field3,63
Line 362,field2,field3,62
Line 363,field2,field3,39
Line 364,field2,field3,97
Line 365,field2,field3,46
Line 366,field2,field3,35
Line 367,field2,field3,66
Line 368,field2,field3,6
Line 369,field2,field3,87
Line 370,field2,field3,2
Line 371,field2,field3,67
Line 372,field2,field3,22
Line 373,field2,field3,78
Line 374,field2,field3,85
Line 375,field2,field3,45
Line 376,field2,field3,43
Line 377,field2,field3,98
Line 378,field2,field3,48
Line 379,field2,field3,45
Line 380,field2,field3,79
Line 381,field2,field3,82
Line 382,field2,field3,36
Line 383,field2,field3,38
Line 384,field2,field3,2
Line 385,field2,field3,24
Line 386,field2,field3,85
Line 387,field2,field3,30
Line 388,field2,field3,29
Line 389,field2,field3,55
Line 390,field2,field3,85
Line 391,field2,field3,39
Line 392,field2,field3,17
Line 393,field2,field3,2
Line 394,field2,field3,69
Line 395,field2,field3,7
Line 396,field2,field3,46
Line 397,field2,field3,1
Line 398,field2,field3,62
Line 399,field2,field3,9
Line 400,field2,field3,6
Line 401,field2,field3,29
Line 402,field2,field3,91
Line 403,field2,field3,79
Line 404,field2,field3,5
Line 405,field2,field3,34
Line 406,field2,field3,21
Line 407,field2,field3,90
Line 408,field2,field3,66
Line 409,field2,field3,75
Line 410,field2,field3,13
Line 411,field2,field3,33
Line 412,field2,field3,72
Line 413,field2,field3,15
Line 414,field2,field3,3
Line 415,field2,field3,61
Line 416,field2,field3,80
Line 417,field2,field3,99
Line 418,field2,field3,73
Line 419,field2,field3,92
Line 420,field2,field3,64
Line 421,field2,field3,70
Line 422,field2,field3,84
Line 423,field2,field3,34
Line 424,field2,field3,93
Line 425,field2,field3,53
Line 426,field2,field3,53
Line 427,field2,field3,9
Line 428,field2,field3,80
Line 429,field2,field3,79
Line 430,field2,field3,31
Line 431,field2,field3,94
Line 432,field2,field3,66
Line 433,field2,field3,40
Line 434,field2,field3,4
Line 435,field2,field3,53
Line 436,field2,field3,33
Line 437,field2,field3,38
Line 438,field2,field3,46
Line 439,field2,field3,39
Line 440,field2,field3,54
Line 441,field2,field3,62
Line 442,field2,field3,72
Line 443,field2,field3,41
Line 444,field2,field3,16
Line 445,field2,field3,98
Line 446,field2,field3,77
Line 447,field2,field3,57
Line 448,field2,field3,87
Line 449,field2,field3,54
Line 450,field2,field3,63
Line 451,field2,field3,73
Line 452,field2,field3,78
Line 453,field2,field3,63
Line 454,field2,field3,14
Line 455,field2,field3,95
Line 456,field2,field3,23
Line 457,field2,field3,10
Line 458,field2,field3,8
Line 459,field2,field3,84
Line 460,field2,field3,51
Line 461,field2,field3,75
Line 462,field2,field3,34
Line 463,field2,field3,16
Line 464,field2,field3,92
Line 465,field2,field3,16
Line 466,field2,field3,80
Line 467,field2,field3,0
Line 468,field2,field3,84
Line 469,field2,field3,47
Line 470,field2,field3,39
Line 471,field2,field3,77
Line 472,field2,field3,18
Line 473,field2,field3,11
Line 474,field2,field3,84
Line 475,field2,field3,16
Line 476,field2,field3,13
Line 477,field2,field3,29
Line 478,field2,field3,97
Line 479,field2,field3,15
Line 480,field2,field3,1
Line 481,field2,field3,13
Line 482,field2,field3,74
Line 483,field2,field3,76
Line 484,field2,field3,68
Line 485,field2,field3,44
Line 486,field2,field3,10
Line 487,field2,field3,64
Line 488,field2,field3,36
Line 489,field2,field3,34
Line 490,field2,field3,13
Line 491,field2,field3,25
Line 492,field2,field3,85
Line 493,field2,field3,49
Line 494,field2,field3,33
Line 495,field2,field3,94
Line 496,field2,field3,95
Line 497,field2,field3,85
Line 498,field2,field3,20
Line 499,field2,field3,20
Line 500,field2,field3,34
Line 501,field2,field3,60
Line 502,field2,field3,12
Line 503,field2,field3,89
Line 504,field2,field3,78
Line 505,field2,field3,7
Line 506,field2,field3,71
Line 507,field2,field3,99
Line 508,field2,field3,39
Line 509,field2,field3,62
Line 510,field2,field3,34
Line 511,field2,field3,76
Line 512,field2,field3,82
Line 513,field2,field3,86
Line 514,field2,field3,21
Line 515,field2,field3,53
Line 516,field2,field3,77
Line 517,field2,field3,72
Line 518,field2,field3,66
Line 519,field2,field3,37
Line 520,field2,field3,72
Line 521,field2,field3,33
Line 522,field2,field3,82
Line 523,field2,field3,35
Line 524,field2,field3,83
Line 525,field2,field3,36
Line 526,field2,field3,17
Line 527,field2,field3,37
Line 528,field2,field3,5
Line 529,field2,field3,49
Line 530,field2,field3,70
Line 531,field2,field3,89
Line 532,field2,field3,1
Line 533,field2,field3,90
Line 534,field2,field3,59
Line 535,field2,field3,31
Line 536,field2,field3,18
Line 537,field2,field3,1
Line 538,field2,field3,78
Line 539,field2,field3,23
Line 540,field2,field3,31
Line 541,field2,field3,37
Line 542,field2,field3,51
Line 543,field2,field3,20
Line 544,field2,field3,91
Line 545,field2,field3,35
Line 546,field2,field3,41
Line 547,field2,field3,47
Line 548,field2,field3,9
Line 549,field2,field3,11
Line 550,field2,field3,24
Line 551,field2,field3,63
Line 552,field2,field3,14
Line 553,field2,field3,80
Line 554,field2,field3,99
Line 555,field2,field3,67
Line 556,field2,field3,50
Line 557,field2,field3,15
Line 558,field2,field3,36
Line 559,field2,field3,58
Line 560,field2,field3,52
Line 561,field2,field3,89
Line 562,field2,field3,39
Line 563,field2,field3,70
Line 564,field2,field3,80
Line 565,field2,field3,27
Line 566,field2,field3,51
Line 567,field2,field3,63
Line 568,field2,field3,47
Line 569,field2,field3,38
Line 570,field2,field3,59
Line 571,field2,field3,26
Line 572,field2,field3,14
Line 573,field2,field3,95
Line 574,field2,field3,68
Line 575,field2,field3,18
Line 576,field2,field3,86
Line 577,field2,field3,35
Line 578,field2,field3,86
Line 579,field2,field3,61
Line 580,field2,field3,42
Line 581,field2,field3,96
Line 582,field2,field3,22
Line 583,field2,field3,20
Line 584,field2,field3,44
Line 585,field2,field3,39
Line 586,field2,field3,4
Line 587,field2,field3,20
Line 588,field2,field3,89
Line 589,field2,field3,83
Line 590,field2,field3,55
Line 591,field2,field3,79
Line 592,field2,field3,40
Line 593,field2,field3,88
Line 594,field2,field3,38
Line 595,field2,field3,60
Line 596,field2,field3,5
Line 597,field2,field3,1
Line 598,field2,field3,7
Line 599,field2,field3,85
Line 600,field2,field3,25
Line 601,field2,field3,91
Line 602,field2,field3,19
Line 603,field2,field3,22
Line 604,field2,field3,27
Line 605,field2,field3,29
Line 606,field2,field3,75
Line 607,field2,field3,6
Line 608,field2,field3,37
Line 609,field2,field3,65
Line 610,field2,field3,55
Line 611,field2,field3,17
Line 612,field2,field3,10
Line 613,field2,field3,25
Line 614,field2,field3,61
Line 615,field2,field3,30
